area_sqft,bedrooms,bathrooms,living_area_sqft,kitchen_area_sqft,dining_area_sqft,garage_area_sqft,balcony_area_sqft,floors,age_years,location,property_type,price_usd
2108,7,5,969,225,177,213,153,4,3,Denver,Apartment,758880
5459,1,5,2780,512,437,70,178,1,11,Boston,Townhouse,2369206
3477,2,6,1304,401,180,670,29,4,17,Phoenix,Apartment,1773270
1192,5,5,552,59,80,332,130,4,50,Los Angeles,Townhouse,287272
2102,4,2,977,240,207,562,138,1,18,Chicago,Villa,300586
6635,7,1,2677,674,479,379,280,2,31,Los Angeles,Townhouse,3370580
6169,1,1,3004,388,594,532,234,2,10,Miami,Apartment,1079575
2782,3,1,1119,321,200,180,222,1,9,Miami,Penthouse,948662
937,6,6,427,55,47,225,99,4,17,New York,Apartment,417902
5182,1,5,2312,429,484,742,203,2,42,Chicago,Penthouse,1362866
6971,7,1,3130,499,377,498,73,4,20,Seattle,House,2105242
4543,6,1,2186,366,432,682,239,2,12,Boston,Apartment,2307844
2789,2,5,1402,162,235,423,86,2,14,Dallas,Townhouse,702828
5208,6,3,1990,333,456,702,79,1,6,Seattle,Villa,2124864
3180,6,5,1406,332,239,603,94,3,38,New York,Villa,1749000
4415,2,4,1651,264,286,227,198,2,44,Phoenix,House,1518760
7370,2,5,3517,758,715,238,96,2,19,Boston,Villa,1400300
7742,6,4,3709,915,518,677,159,3,43,Houston,Villa,4800040
7706,7,1,4186,730,593,122,196,4,32,Seattle,Villa,1325432
6220,2,2,2298,480,618,160,237,4,4,Miami,Townhouse,3483200
3098,7,2,1146,346,272,409,218,3,32,New York,Villa,532856
5557,1,5,2557,546,339,785,244,1,33,Phoenix,Villa,3184161
2056,1,1,1123,111,184,263,141,3,5,Miami,Villa,372136
4672,6,1,2011,538,297,293,129,3,43,Miami,Apartment,1700608
4655,1,3,1786,360,297,374,159,4,10,New York,Penthouse,1140475
4314,4,3,2341,309,353,477,151,3,33,Phoenix,Apartment,573762
2536,5,1,1306,292,213,474,258,2,8,Miami,Penthouse,1648400
1895,3,6,1024,139,168,116,286,3,50,Chicago,House,765580
3301,5,5,1638,287,206,461,131,3,38,New York,Townhouse,1845259
5681,6,3,2451,333,461,5,4,4,15,Boston,Penthouse,2181504
6707,4,4,3173,350,372,520,185,4,37,Houston,House,2729749
7658,6,4,3212,813,755,162,152,2,23,Phoenix,Townhouse,4280822
5939,8,1,2125,300,303,521,165,4,34,Dallas,Apartment,2737879
1654,3,4,821,95,106,285,0,3,37,Boston,Townhouse,972552
5217,7,4,2558,516,424,362,20,3,39,Houston,Townhouse,3255408
846,2,2,451,84,65,395,131,1,17,Houston,Townhouse,415386
5824,7,5,2991,369,570,752,181,4,44,Denver,Penthouse,1980160
6554,4,5,2491,383,537,624,163,3,26,Houston,Penthouse,1880998
1097,7,3,424,59,75,585,201,3,36,Denver,Villa,264377
5531,7,5,1998,336,480,529,186,1,11,Denver,Townhouse,2936961
1478,6,4,557,102,120,173,175,2,2,Dallas,House,515822
2694,5,1,1009,230,166,640,253,1,12,New York,Penthouse,829752
4011,7,6,1417,308,371,680,212,2,22,Seattle,Townhouse,2153907
3777,6,3,1963,373,341,558,244,1,9,Phoenix,House,2273754
5359,8,1,1988,528,496,420,81,1,41,Seattle,Townhouse,3306503
1241,4,3,480,97,103,721,166,3,41,Dallas,Townhouse,400843
3134,8,2,1230,263,181,503,228,1,8,Los Angeles,Penthouse,1930544
1473,5,2,529,108,74,570,125,4,42,Dallas,House,914733
3925,5,2,1986,399,266,139,27,1,11,Miami,House,1181425
6022,7,5,2550,685,517,60,131,3,14,New York,Villa,2733988
1375,6,3,729,101,95,474,5,2,7,Phoenix,House,372625
6184,3,4,3161,734,470,569,68,3,27,Denver,House,2300448
2520,3,3,1337,178,141,278,83,2,22,Boston,Townhouse,1146600
3116,1,4,1107,357,288,575,117,3,43,New York,Townhouse,1607856
2504,3,4,885,229,159,721,144,1,34,Phoenix,Villa,1504904
7282,1,2,3196,767,422,541,133,4,34,Dallas,Penthouse,1114146
5938,5,5,2787,324,552,376,152,3,19,Los Angeles,Townhouse,2422704
3817,7,6,1748,230,347,263,31,4,26,Denver,Penthouse,1229074
2793,6,1,1257,217,205,627,278,1,42,Houston,Penthouse,505533
1482,3,3,623,86,139,472,224,1,10,Los Angeles,Townhouse,201552
6326,7,4,3384,663,482,246,18,1,9,Los Angeles,Penthouse,3934772
1301,7,6,708,139,89,648,229,1,14,Houston,Apartment,546420
4054,6,1,1859,437,283,648,209,2,34,Houston,Apartment,1564844
7853,6,2,3529,537,773,355,248,4,8,Phoenix,Villa,4868860
5129,3,6,2650,476,332,590,258,4,39,New York,House,943736
1973,8,5,959,161,156,64,105,4,1,Seattle,Apartment,418276
2910,2,6,1473,180,259,549,27,2,4,Los Angeles,House,1853670
6085,6,4,2790,606,431,66,134,1,35,New York,Townhouse,3127690
7190,5,6,3756,556,506,115,177,4,39,Seattle,Villa,2509310
2488,2,6,923,160,200,195,299,1,33,New York,Apartment,1582368
503,6,3,248,38,47,247,66,3,5,New York,Apartment,258039
4231,5,2,1987,497,412,476,234,3,17,Phoenix,Villa,799659
5065,5,6,2552,358,277,713,191,2,22,Houston,Villa,2998480
1139,8,1,423,96,69,220,146,1,11,Miami,Apartment,687956
2566,4,4,1322,133,200,664,227,3,24,Seattle,Penthouse,1436960
6733,2,4,2585,450,639,246,184,4,9,Phoenix,Apartment,1743847
3269,3,5,1739,195,222,54,184,2,48,Houston,Villa,1026466
3042,6,6,1161,316,234,210,203,2,38,Denver,Townhouse,1685268
5556,6,2,2273,631,543,118,73,3,50,Boston,Townhouse,2239068
5832,5,4,2382,433,429,125,41,1,31,Miami,Townhouse,1213056
4724,8,2,2080,511,283,83,236,1,6,Miami,Apartment,2423412
1902,5,2,896,160,118,435,138,3,29,Dallas,House,869214
2443,6,1,887,161,130,478,270,3,44,Los Angeles,House,1197070
636,1,3,239,68,56,743,19,2,23,New York,Villa,215604
3026,4,4,1334,324,266,237,237,4,50,Dallas,Apartment,1634040
5214,5,4,2135,344,327,342,219,4,47,Boston,Villa,2852058
1929,4,2,880,101,137,373,138,4,14,Phoenix,Penthouse,376155
1391,8,1,660,140,113,616,123,2,47,Boston,Penthouse,549445
3669,1,6,1662,398,361,789,129,4,14,Miami,Townhouse,961278
7555,6,3,3733,797,587,703,73,4,1,Dallas,Villa,1533665
3027,8,1,1145,277,232,496,49,2,41,Phoenix,Apartment,1059450
548,7,5,255,48,39,727,228,1,45,Denver,Villa,239476
4262,5,1,2002,243,355,279,163,4,36,New York,Apartment,1606774
507,4,2,262,50,28,769,25,4,32,Chicago,Penthouse,271245
3541,3,2,1805,417,184,786,246,1,32,Dallas,House,885250
3045,2,1,1659,163,251,138,121,4,11,Miami,Villa,898275
1719,6,6,895,148,89,530,289,3,48,Houston,Penthouse,586179
4020,2,3,1644,339,249,605,285,2,37,Phoenix,Villa,1173840
3254,6,1,1752,361,174,675,8,4,24,Dallas,Penthouse,1226758
951,8,6,478,77,59,506,225,3,45,Boston,Villa,323340
2773,1,1,1170,292,223,663,60,2,11,Miami,Townhouse,1685984
7538,3,3,3357,381,692,391,41,1,14,Houston,Penthouse,2547844
6293,7,2,3047,729,551,625,29,2,12,Miami,House,1069810
4371,8,4,1952,519,242,367,242,1,16,Los Angeles,Penthouse,1494882
7497,1,3,2714,892,483,501,234,4,19,Miami,Penthouse,2166633
1818,5,4,850,202,142,449,257,1,50,Miami,Villa,389052
2080,3,2,859,232,124,255,170,3,4,New York,Penthouse,1279200
4983,3,2,2670,573,433,409,210,4,24,Los Angeles,House,3179154
1708,7,2,636,91,169,124,144,2,19,Chicago,Townhouse,440664
2310,5,5,1074,182,180,455,128,1,16,Miami,Apartment,1228920
5050,1,3,2211,377,451,388,94,4,33,Chicago,Apartment,1212000
6527,8,2,2489,566,545,531,276,2,50,Chicago,Villa,2545530
7824,6,3,2773,537,635,355,174,4,6,Phoenix,Townhouse,2722752
4018,8,3,1421,323,214,387,84,2,46,Chicago,Townhouse,992446
3442,5,4,1512,348,330,681,286,4,2,Chicago,Townhouse,1917194
7333,8,4,2905,460,422,357,133,3,0,New York,Townhouse,2867203
2239,6,5,867,194,215,712,156,3,23,Seattle,House,597813
7656,5,6,4132,872,506,389,7,4,13,Denver,Penthouse,4325640
2896,6,1,1347,182,274,50,201,4,36,Denver,Penthouse,865904
7086,8,5,3834,570,690,415,176,4,38,Denver,Penthouse,1877790
5089,5,3,2235,486,320,485,193,3,37,Boston,Apartment,2900730
2927,3,6,1283,345,192,639,5,4,35,Houston,House,1109333
6675,2,1,2452,386,384,340,143,4,36,Boston,Penthouse,3337500
6815,7,2,3077,523,434,523,259,3,15,Chicago,Villa,2562440
2749,6,1,1504,198,174,17,113,2,35,Dallas,Villa,1281034
4498,6,5,1980,237,235,567,134,2,28,Boston,Villa,1205464
5880,7,4,3142,578,494,719,234,3,42,Chicago,Villa,2728320
6659,1,3,3339,449,564,620,268,1,49,Denver,House,2949937
1964,1,3,761,151,174,764,263,3,12,Boston,House,917188
3199,7,6,1335,253,175,458,297,3,14,Seattle,Penthouse,547029
2262,8,1,833,187,174,334,102,2,33,Miami,Townhouse,1357200
6818,7,1,3441,756,506,636,12,2,14,Los Angeles,Villa,886340
3464,5,5,1333,268,249,166,68,4,41,Los Angeles,Villa,2196176
5816,8,3,2738,487,430,493,278,4,37,Phoenix,Villa,3024320
1720,5,5,621,153,110,334,63,1,33,Los Angeles,Villa,579640
1297,4,2,622,72,81,545,50,1,31,Dallas,Penthouse,674440
5200,6,1,2234,614,456,645,41,4,11,Denver,Penthouse,1055600
5888,3,6,2620,549,374,728,94,3,0,Dallas,Villa,2260992
2543,4,5,959,224,168,148,47,4,41,Phoenix,Villa,1352876
7378,6,5,3924,828,640,409,79,2,4,New York,Townhouse,3629976
7050,4,4,3220,394,688,100,179,1,9,Houston,Apartment,3503850
4070,5,4,2092,316,237,449,235,2,15,Dallas,House,2389090
2533,2,3,1277,212,149,96,150,4,16,Boston,Townhouse,1332358
1968,8,4,717,188,176,114,246,2,1,Boston,Townhouse,991872
4789,2,1,2070,316,470,285,107,3,41,Houston,Townhouse,636937
6201,6,1,2854,734,461,631,235,2,10,New York,Villa,3379545
1964,5,5,753,103,136,794,245,4,38,Houston,Villa,420296
1186,4,3,606,87,107,242,96,2,14,Los Angeles,Apartment,390194
3011,8,4,1318,274,232,225,270,4,38,Los Angeles,Villa,1412159
3082,4,1,1541,164,155,707,179,2,8,New York,House,1544082
4695,6,1,2324,269,264,607,196,3,24,Miami,Townhouse,2798220
1693,7,1,662,182,167,221,146,3,44,Denver,Apartment,670428
5885,7,1,2219,469,503,124,222,4,42,Houston,Villa,2159795
6248,1,6,2969,661,351,570,27,4,24,Seattle,Villa,1249600
1726,2,1,726,122,87,702,147,3,15,Boston,Townhouse,605826
5973,1,6,2936,388,440,445,17,4,23,New York,Townhouse,3607692
1474,2,5,809,121,122,411,75,4,49,Chicago,Penthouse,955152
6959,7,4,2847,446,359,651,239,2,39,Houston,Penthouse,3604762
1731,3,6,843,123,95,666,170,3,37,Dallas,Townhouse,219837
7165,4,3,3453,741,616,93,103,3,41,Seattle,House,1404340
5269,6,6,2733,531,424,723,10,2,40,Miami,House,3261511
3101,3,1,1500,258,215,182,97,2,30,Seattle,Penthouse,1562904
3927,5,1,1848,241,367,494,110,2,8,Seattle,Villa,1437282
3842,4,5,1469,270,284,116,72,3,20,Phoenix,House,1621324
7895,7,5,2847,580,633,374,180,4,9,New York,Townhouse,971085
1746,8,5,886,98,164,536,284,1,46,Denver,House,481896
6731,6,6,3134,360,419,619,262,1,26,Los Angeles,Penthouse,3506851
6924,4,1,2880,550,392,267,10,4,49,Dallas,Villa,1184004
3307,6,2,1362,367,226,23,2,4,3,New York,Villa,2013963
7783,2,1,3015,794,497,61,216,4,32,Phoenix,Townhouse,4778762
7085,3,1,2989,575,443,545,273,1,0,Houston,Penthouse,4045535
6983,8,5,3148,648,663,775,71,4,39,Houston,Apartment,3554347
3940,6,1,1379,404,346,741,227,3,6,Chicago,Penthouse,1063800
2538,2,1,1384,142,175,611,132,3,19,Phoenix,House,649728
6882,6,2,2586,405,683,30,293,3,49,Denver,Penthouse,3138192
7054,3,5,3309,561,536,781,113,3,12,Seattle,Penthouse,1812878
714,1,2,382,85,63,276,171,1,38,Denver,House,361284
2713,4,5,1348,320,183,216,104,2,19,Los Angeles,Townhouse,1001097
1797,5,3,748,164,175,391,249,2,16,Phoenix,Townhouse,668484
7776,7,1,3402,572,765,509,1,1,24,Miami,Townhouse,2387232
7075,1,3,3581,619,455,369,193,1,11,Miami,Villa,1429150
2277,5,2,852,198,215,665,89,4,17,Chicago,Villa,931293
3920,3,3,2045,417,360,111,186,3,4,Houston,Penthouse,2226560
4874,8,3,2673,275,362,551,198,1,14,New York,Townhouse,2549102
3084,2,3,1128,254,214,480,204,1,0,Denver,Penthouse,404004
6368,2,2,3482,620,542,728,287,1,4,Boston,Apartment,3788960
2412,6,5,1219,256,154,476,23,4,8,Seattle,Penthouse,1502676
7574,1,1,3230,552,613,431,11,2,29,Phoenix,Townhouse,1635984
2332,7,5,833,279,140,479,238,1,42,Denver,Apartment,468732
5537,5,5,1978,373,293,542,259,2,18,Miami,Apartment,1921339
3565,6,5,1609,209,225,225,120,2,22,Chicago,Apartment,991070
1376,7,4,644,102,128,622,188,4,33,Phoenix,Townhouse,528384
1464,3,6,537,125,131,44,126,4,28,Phoenix,Townhouse,354288
6900,5,3,3158,787,638,340,186,1,16,New York,House,1938900
6826,2,4,2940,634,636,24,56,2,22,Miami,Penthouse,3194568
619,8,3,337,57,40,531,15,4,23,Los Angeles,Townhouse,276693
5768,6,3,2075,553,461,793,70,4,5,Seattle,Apartment,2024568
1031,1,2,521,63,99,311,50,4,15,Dallas,Villa,345385
624,1,4,340,50,38,502,45,2,47,Los Angeles,Villa,340704
4651,1,4,2013,415,453,663,146,1,31,Seattle,Apartment,897643
5238,7,2,2392,359,305,382,135,2,36,Dallas,House,1995678
1319,7,3,708,80,87,256,138,3,48,Boston,Penthouse,307327
3113,4,6,1514,261,243,416,295,2,19,Houston,House,1852235
2047,3,3,878,129,131,410,161,2,26,Seattle,Apartment,818800
2632,5,3,1326,190,147,793,70,3,21,Los Angeles,House,431648
3956,2,1,2022,342,338,11,26,1,43,Dallas,Apartment,1962176
4244,6,3,2028,323,377,414,280,2,31,Boston,Townhouse,1205296
2803,6,1,1347,143,209,218,265,2,11,Los Angeles,House,1578089
4314,4,6,2099,445,391,277,26,2,3,Seattle,Villa,664356
813,6,4,392,90,65,232,173,2,0,Dallas,Penthouse,353655
4589,2,2,2170,345,417,162,257,1,10,Denver,Penthouse,2588196
4648,4,4,2158,555,309,331,240,1,39,Phoenix,Penthouse,1250312
7918,4,4,4270,558,592,478,259,2,33,Houston,Apartment,3349314
6258,4,4,3029,503,321,779,24,3,24,Denver,Villa,2534490
7523,2,3,3129,577,503,627,35,3,39,Denver,Apartment,925329
6706,4,2,2789,336,587,369,26,1,19,Denver,Penthouse,2501338
1057,3,2,475,124,69,360,189,4,19,Seattle,Apartment,344582
7878,3,1,4037,505,681,33,189,2,43,Houston,Townhouse,4435314
7973,8,1,3293,559,570,490,145,2,27,Los Angeles,Townhouse,4576502
3469,5,4,1559,271,198,738,17,2,17,Miami,Apartment,1144770
3991,4,5,1930,460,351,176,92,1,1,Denver,House,1644292
7497,7,6,3206,642,695,50,193,2,23,Houston,Apartment,2196621
7916,2,3,4094,631,651,50,211,3,38,Chicago,Villa,3198064
7722,7,1,3730,737,612,693,180,1,41,New York,Townhouse,3660228
2135,5,3,1064,245,144,232,155,1,2,Houston,Penthouse,375760
7212,2,3,3757,847,365,241,39,1,46,Miami,Penthouse,3497820
2291,1,5,1120,269,197,135,290,3,8,Boston,House,756030
1409,1,6,734,124,86,191,71,2,15,Houston,Penthouse,346614
7948,8,2,3165,497,782,578,81,2,33,Los Angeles,Penthouse,4220388
3206,2,1,1627,242,246,414,108,3,12,Dallas,Penthouse,1035538
947,6,2,429,111,67,23,278,3,28,New York,Apartment,265160
3474,4,4,1362,186,306,555,212,4,43,Seattle,Villa,1775214
4806,2,2,2537,573,352,709,214,4,21,Miami,Townhouse,2162700
7953,6,4,3454,822,496,449,78,4,20,Dallas,Villa,4421868
3445,5,4,1535,326,301,647,10,3,11,Houston,House,1853410
3762,3,4,1957,209,331,666,207,1,34,Boston,Villa,2163150
6891,1,1,3735,650,457,330,249,2,40,Boston,Apartment,2156883
1148,8,1,489,91,113,281,52,2,39,Seattle,Penthouse,368508
7707,1,6,3359,919,556,76,156,4,6,Phoenix,Villa,3683946
5847,1,2,2731,677,535,516,144,4,10,Miami,Townhouse,1350657
5776,7,1,2344,564,386,414,53,3,29,Phoenix,Townhouse,2980416
2439,1,4,898,185,156,653,12,1,0,Seattle,Apartment,512190
6120,3,2,3028,479,391,311,287,4,7,New York,Penthouse,3096720
2108,7,6,753,190,117,356,274,2,8,Los Angeles,House,1032920
807,7,3,304,48,52,435,296,2,39,Houston,Villa,344589
4327,8,6,2086,295,284,7,113,1,10,Phoenix,Apartment,1142328
1004,5,5,356,110,99,719,254,4,27,Chicago,Villa,479912
5366,6,6,2745,393,387,447,7,4,7,Boston,Villa,998076
4109,4,6,1735,487,334,530,72,1,30,Seattle,Townhouse,858781
1122,5,2,520,100,69,130,28,3,2,Dallas,Penthouse,715836
4042,3,5,1585,404,397,193,7,2,0,Chicago,Apartment,2611132
2232,2,6,1131,253,169,516,108,2,17,New York,House,946368
3026,2,4,1462,221,216,80,84,4,46,Denver,Townhouse,1331440
2066,3,1,878,128,179,772,84,4,20,Los Angeles,Townhouse,795410
2068,6,1,911,165,181,385,2,1,36,Miami,Townhouse,581108
3753,6,5,1355,386,194,205,285,3,0,Miami,Townhouse,731835
7570,7,4,3888,820,519,220,244,2,5,Seattle,Villa,1907640
5110,2,4,1919,271,366,164,123,3,32,Chicago,House,2519230
3545,6,5,1331,286,339,288,127,4,10,Chicago,Penthouse,2144725
4651,7,2,2467,242,436,651,251,2,36,Denver,House,776717
2970,8,3,1545,189,238,727,23,3,5,Miami,Villa,1081080
2148,3,4,916,169,209,271,212,2,0,Denver,Penthouse,786168
7743,2,1,3202,893,769,310,152,3,43,Los Angeles,Townhouse,2431302
2699,8,5,1130,160,155,138,97,4,47,Miami,Apartment,1646390
6705,6,1,2820,735,476,294,64,4,35,Seattle,Apartment,2447325
3525,3,6,1888,401,257,328,180,2,40,Miami,Penthouse,634500
1594,3,4,737,151,116,106,208,1,3,Phoenix,Penthouse,980310
6408,3,1,2563,667,574,646,98,4,25,Denver,Townhouse,3396240
1684,2,3,835,130,153,126,53,4,8,Seattle,Townhouse,892520
1342,5,6,726,79,91,202,206,4,36,Phoenix,Townhouse,505934
1672,6,4,882,125,100,567,54,3,34,Los Angeles,Villa,523336
1909,2,3,739,198,162,535,84,4,31,Seattle,Penthouse,671968
5172,4,1,2093,581,328,615,288,1,29,Phoenix,Villa,1644696
3434,7,3,1356,299,227,142,148,1,39,Boston,Villa,1833756
2399,3,4,1073,247,217,687,284,2,10,New York,Apartment,1429804
1499,2,4,755,176,85,182,0,1,22,Houston,Townhouse,715023
5123,4,5,2535,446,303,466,161,2,12,Dallas,Villa,630129
5605,5,6,2470,461,509,408,163,4,39,Miami,Penthouse,2880970
3345,6,5,1762,167,319,247,253,3,32,Dallas,House,745935
4474,4,5,1966,297,370,405,105,2,12,Houston,House,841112
5424,4,4,2816,433,473,59,228,4,33,Seattle,House,2424528
6432,8,6,2928,726,400,684,138,1,43,Boston,House,2682144
4868,5,5,2405,442,367,581,225,2,39,Houston,House,2326904
1706,1,1,830,114,118,712,171,1,32,Boston,Villa,644868
1323,1,6,691,70,98,742,298,3,50,Phoenix,Penthouse,341334
1967,4,1,1001,218,110,483,12,2,23,Houston,Townhouse,778932
4306,3,2,1516,388,308,519,186,1,19,Phoenix,Apartment,1959230
2347,1,3,909,207,172,150,217,1,27,Miami,Villa,736958
3210,5,1,1644,353,170,440,103,3,0,New York,Apartment,1072140
4419,1,5,1801,495,340,351,174,4,44,Denver,Apartment,600984
3040,7,6,1375,235,223,440,222,3,39,New York,Villa,1015360
6485,8,4,3049,552,375,88,96,4,41,Houston,Townhouse,2691275
2289,2,1,1239,226,159,323,203,3,10,Miami,Townhouse,1078119
2919,6,5,1381,306,259,494,274,1,32,Los Angeles,Villa,1678425
2744,5,5,1159,161,187,568,139,2,50,Los Angeles,Townhouse,1484504
3857,7,3,1569,304,325,499,1,2,29,Denver,Apartment,1573656
7857,2,5,3963,535,655,383,208,3,50,Los Angeles,Penthouse,3370653
600,6,5,239,52,38,686,123,1,37,Seattle,Apartment,163800
2649,2,4,1364,209,228,760,28,3,21,Los Angeles,House,643707
2084,1,2,802,223,112,518,121,4,42,Houston,House,1227476
4692,5,5,2394,349,459,428,126,3,17,Boston,House,2055096
3133,8,1,1493,175,178,390,211,4,50,Miami,Townhouse,792649
5724,6,3,2930,317,539,187,161,1,23,Houston,Villa,2873448
1132,2,2,571,115,102,600,1,1,46,Boston,Apartment,271680
2947,1,2,1035,221,267,442,106,1,15,Houston,Townhouse,483308
5586,5,4,2166,665,380,714,138,1,34,Los Angeles,Villa,3323670
7084,4,2,3454,685,695,752,271,3,23,Phoenix,Apartment,3393236
2894,5,2,1564,287,282,280,223,3,8,New York,Apartment,544072
6768,4,4,3669,621,391,194,18,4,16,Houston,Townhouse,2632752
4357,5,2,1815,251,322,419,284,4,5,New York,Villa,1581591
6709,3,3,2833,601,635,574,210,4,24,Phoenix,Penthouse,1556488
851,1,2,374,45,43,30,173,1,27,Boston,Villa,192326
2710,8,6,1176,302,144,327,258,1,41,Dallas,Villa,352300
5955,7,3,3263,691,434,579,235,3,4,Denver,Penthouse,1524480
7746,7,1,2838,837,558,381,45,1,3,Chicago,Villa,1130916
5356,5,2,2042,508,499,389,57,3,37,Houston,Townhouse,2356640
2529,8,1,1162,160,222,42,27,1,20,New York,Penthouse,652482
4263,1,2,1611,332,214,207,7,4,3,Houston,Townhouse,788655
775,7,1,282,44,72,502,35,4,19,Seattle,Penthouse,378200
6687,3,1,3057,400,383,109,72,3,33,Chicago,Apartment,1531323
1391,6,4,715,90,100,663,51,3,28,Boston,Apartment,712192
4767,2,4,1984,268,336,613,45,1,9,New York,House,1449168
2475,2,3,1358,190,232,3,47,4,22,New York,Apartment,819225
5085,2,6,1913,520,298,702,55,4,0,Phoenix,Villa,2588265
1534,5,2,641,174,95,323,148,4,24,Houston,Townhouse,954148
4622,7,1,2343,285,282,586,161,1,41,Dallas,Townhouse,2024436
2636,7,3,1026,231,256,572,135,4,45,Seattle,Penthouse,690632
4069,6,1,2012,457,345,475,58,4,44,Chicago,Apartment,1399736
3122,5,6,1457,318,161,398,162,1,31,Seattle,Villa,1901298
1873,8,3,792,130,174,273,203,4,49,Phoenix,Apartment,279077
1353,5,2,504,161,129,328,221,1,29,Seattle,Penthouse,538494
6534,6,1,3571,514,388,184,24,3,46,Houston,Penthouse,1470150
7635,5,5,3502,777,527,411,3,4,20,Seattle,Penthouse,1717875
7005,6,5,3368,468,362,421,180,1,21,Houston,Penthouse,2388705
4420,8,2,1716,265,286,14,268,3,32,Denver,Apartment,2735980
7295,6,6,2939,510,461,285,119,3,12,Chicago,Penthouse,2998245
6558,7,1,3453,682,422,258,24,3,32,Los Angeles,Apartment,2596968
6862,8,4,3639,682,579,266,227,4,15,Denver,Apartment,4041718
2895,3,3,1075,204,180,484,210,3,40,Denver,Villa,492150
2804,7,1,1430,152,257,272,51,4,40,Miami,Penthouse,1099168
3107,6,6,1586,279,293,282,130,3,6,New York,Apartment,823355
7909,5,6,3278,654,531,140,176,3,42,Miami,Apartment,2016795
6361,1,5,3360,459,431,443,278,1,11,Phoenix,Penthouse,1081370
7605,5,1,3683,561,541,265,69,3,29,Houston,Villa,2570490
3326,8,3,1802,265,329,29,176,4,40,New York,Villa,1819322
3707,1,6,1714,436,347,479,137,3,3,Houston,Townhouse,645018
3962,1,5,1935,407,315,435,208,3,33,Miami,Penthouse,2420782
2415,1,1,887,211,213,16,29,2,29,Boston,House,497490
909,1,6,441,81,84,309,173,4,49,Phoenix,House,129987
2648,2,1,1034,284,136,283,153,2,13,Los Angeles,House,1498768
4048,1,4,2194,480,277,152,38,2,39,Los Angeles,Penthouse,2100912
3361,8,6,1847,397,169,277,23,3,3,Chicago,Apartment,480623
821,5,5,383,49,41,389,262,3,23,New York,Penthouse,532008
3280,8,3,1473,259,315,9,34,3,44,Seattle,Penthouse,1617040
7630,2,6,4030,789,411,335,45,1,49,Houston,Apartment,1686230
7102,3,3,2964,554,380,394,61,1,4,New York,Penthouse,1612154
7560,7,4,3607,818,676,203,275,3,2,Los Angeles,Townhouse,922320
4502,2,1,1860,416,391,606,88,2,17,Phoenix,Apartment,1224544
2599,1,6,1341,175,156,703,235,1,18,Houston,House,1455440
7304,1,5,3152,375,516,376,20,2,15,Boston,Penthouse,3856512
4764,8,1,1688,531,393,448,143,4,40,New York,Townhouse,2091396
3258,4,1,1596,191,172,373,229,4,31,Denver,House,1120752
6990,5,4,2868,790,570,696,24,2,10,Chicago,Townhouse,957630
5227,8,1,2168,387,291,318,199,4,19,New York,Penthouse,2550776
